ID,alt.atheism,comp.graphics,comp.os.ms-windows.misc,comp.sys.ibm.pc.hardware,comp.sys.mac.hardware,comp.windows.x,misc.forsale,rec.autos,rec.motorcycles,rec.sport.baseball,rec.sport.hockey,sci.crypt,sci.electronics,sci.med,sci.space,soc.religion.christian,talk.politics.guns,talk.politics.mideast,talk.politics.misc,talk.religion.misc
44196397,0.00026770738277514703,0.00023633148491261123,0.0008745733332869993,0.015979090963240968,0.04184271302361592,1.3759460131777911e-05,0.0005710916027796755,0.008727712975014174,0.00429051373457341,8.531342210184115e-05,4.4548483807921596e-05,0.00755213682004625,0.7300713383842784,0.004140873946556468,0.010346576962638635,4.656695364114431e-05,0.0008511915577750085,3.267268354033437e-05,9.14463269395583e-05,0.00017854941865484174
50393960,0.004404964723807073,0.021880911336038464,0.01511920156096159,0.010978608883420619,0.0587988837140101,0.006879142333099331,0.013048475507587882,0.040986945539771856,0.04502938049504661,0.012260357524023142,0.013844481256152254,0.016885511241469548,0.016412206129929597,0.09292802015483395,0.016012537760738577,0.03686052227703633,0.026006392479186582,0.005005339978700413,0.022880317618275085,0.025067897992511527
11348282,0.00023514898583372682,0.00010224338766368004,2.1448355183619992e-05,3.4654068346285734e-05,0.0006677166730227114,1.5599410587145322e-05,0.0003341518468531523,0.00017505154161679223,0.0004527786319798974,5.597408644314814e-05,0.0001633612107944533,6.085821124709182e-05,0.00044702018911213525,0.00010671850538005497,0.5566789343488802,0.00014854418493936186,0.0005661240910016234,0.0003751835346958299,0.00028053472208842674,0.000164134519117984
115485051,0.0006716922744157054,0.004295510359651847,0.002036066029131742,0.001953179509605094,0.0018267105217287679,0.00023043193928559526,0.0012914235774021357,0.02007149174002869,0.02296053396016118,0.17713906095201817,0.015571211085218329,0.0027662202505752383,0.0018781966324742682,0.005597302183356535,0.024872724667334728,0.008729853905063634,0.1068587885935276,0.027518296825755982,0.07215009693371568,0.0014728468153469047
16303106,-0.001829534440577545,-0.00595252652796258,-0.0016413573590790928,-0.00192324450106463,-0.008065927668661309,-0.004188731966212521,-0.001435182459342421,-0.010239046299114433,-0.011970045705190835,-0.03814495246387857,-0.23140274338926306,-0.005699794535197392,-0.004761113158564013,-0.02565022990762743,-0.111854664955869,-0.05636859023951749,-0.03222547614859893,-0.006843770202352691,-0.033518452293763455,-0.0015227110162588185
17471979,0.026056077782518738,0.0011175663409735057,0.00032684151614981464,0.00010915066855175607,0.0014839891934719507,0.0004479781928585294,0.0005385078587326948,0.02284748689588993,0.003742761785873931,0.0320458777921443,0.01822164676351218,0.011352962216415203,0.008302766483481556,0.08714541676625433,0.018744363630227336,0.1772858400512193,0.08113540309308016,0.0333944585363763,0.048337852175020325,0.027766743169887368
180505807,0.006403246068118451,0.006437048716701853,0.0032848413297245594,0.048149990453651786,0.13662050356427108,0.0014859945352745946,0.006393331037406437,0.06130769355454841,0.017720597383270562,0.003962839582920922,0.008004782249932426,0.013044490065402885,0.047907564129151974,0.020782896842460416,0.025335204882119242,0.05692517996963266,0.1573272601846323,0.015529798681077555,0.057052928121535604,0.000766762976492076
20536157,0.023872804460731516,0.026140767241067897,0.01595393483610721,0.014257341676822553,0.043114471338461684,0.00879746694074453,0.013890693875693628,0.0262682727372486,0.012088713066275455,0.005253077803167796,0.005087848273472402,0.11620123069691625,0.041079374809142914,0.03452601134913884,0.04637647320746065,0.18669484101612566,0.009788802913834212,0.025105587761065865,0.02047357126195942,0.04964359063858983
50374439,-0.004565436978954287,-0.0021557827746054438,-0.0010137576054411596,-0.0005557212469899574,-0.00045092611912656016,-0.0001378845404738806,-0.0017957684410535885,-0.02088120327598357,-0.005739637074953551,-0.0026644265995682246,-0.0032649673380067416,-0.008654179230037608,-0.03777335275045121,-0.011878575511005107,-0.009089365400627821,-0.12595009178664915,-0.008009255090026117,-0.2773140019561663,-0.014504576557926406,-0.010045594360791268
19725644,0.023094112151962196,0.005000962074887632,0.0038133815595774783,0.00011362587173083737,0.004310449078037752,0.0012952519239521174,0.010354676042715049,0.014484613252271333,0.023756962079385314,0.021302282576614113,0.005938329814583878,0.02102634685109997,0.01999671722669304,0.022296939627902565,0.007495813209820629,0.18539541662563716,0.0608230028513763,0.05999037145006908,0.02260242444961957,0.030373883770786057
52551600,0.00016687250982394338,0.0011967859189206155,0.0003803574064094799,0.0016122899861860912,0.003622790946337366,0.00014266197100807585,0.0019159145606345508,0.5835762942900786,0.003926539069958972,0.0010455477515257873,0.0028513507657700575,0.0003464402601816186,0.015038515281650336,0.0015815661307762244,0.0009739874648481389,0.00225036055526395,0.00032152776097049663,0.0007415159739360714,0.002263796618473146,0.0006801788570254579
133880286,0.014573062766964953,0.004024098474349689,0.003183421925652585,0.00015155820751022023,0.004563643452567283,0.0009538271563847224,0.003818725583418857,0.0052008980637481255,0.00792002979176445,0.001628473274939369,0.0009378454861581302,0.0013618754830518704,0.0029152859029819692,0.08731148387598765,0.03639924639099375,0.0078018226341668336,0.00868165419149545,0.03613191801989759,0.28766946396666154,0.005560791906428257
